Contrast,#term ID,term description,genes mapped,enrichment score,direction,false discovery rate,method,matching proteins in your input (IDs),matching proteins in your input (labels)
AD_NPH,GO:0098742,Cell-cell adhesion via plasma-membrane adhesion molecules,37,3.97022,top,0.0012,ks,"9606.ENSP00000222374,9606.ENSP00000252087,9606.ENSP00000261800,9606.ENSP00000264025,9606.ENSP00000265071,9606.ENSP00000266546,9606.ENSP00000268613,9606.ENSP00000269141,9606.ENSP00000271332,9606.ENSP00000280904,9606.ENSP00000287008,9606.ENSP00000289746,9606.ENSP00000294728,9606.ENSP00000305988,9606.ENSP00000329797,9606.ENSP00000330633,9606.ENSP00000340688,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000357106,9606.ENSP00000359077,9606.ENSP00000366288,9606.ENSP00000366513,9606.ENSP00000367096,9606.ENSP00000370593,9606.ENSP00000376048,9606.ENSP00000380602,9606.ENSP00000384193,9606.ENSP00000385142,9606.ENSP00000414856,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000462701,9606.ENSP00000467537,9606.ENSP00000484928,9606.ENSP00000497290,9606.ENSP00000498662","CADM4,PCDHGC5,FAT2,NECTIN1,CDH6,CLSTN3,CDH13,CDH2,CELSR2,DSC2,PCDH1,CDH15,VCAM1,ALCAM,CADM1,CNTN2,ADGRL1,PLXNB2,PTPRF,CADM3,L1CAM,SLITRK1,CLSTN1,PCDH9,PTPRD,MAG,CNTN4,CADM2,NRXN1,SPARCL1,ROBO1,ADGRL3,CDH8,PTPRS,CDH4,CDH5,LRRC4B"
AD_NPH,GO:0006953,Acute-phase response,14,5.03756,bottom,0.0013,afc,"9606.ENSP00000217407,9606.ENSP00000259396,9606.ENSP00000266041,9606.ENSP00000273784,9606.ENSP00000278222,9606.ENSP00000308541,9606.ENSP00000321853,9606.ENSP00000323929,9606.ENSP00000346839,9606.ENSP00000348170,9606.ENSP00000352071,9606.ENSP00000394936,9606.ENSP00000416066,9606.ENSP00000450540","LBP,ORM1,ITIH4,AHSG,SAA4,F2,SERPINF2,A2M,FN1,HP,CD163,ORM2,SERPINA1,SERPINA3"
AD_NPH,GO:0048666,Neuron development,71,3.38109,top,0.0013,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,OPCML,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,NTM,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,HEXA,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0048699,Generation of neurons,81,3.27864,top,0.0013,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000294728,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000393312,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000419425,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,VCAM1,TNFRSF21,AXL,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,FAIM2,HSPA5,SEMA6D,CNTN2,OPCML,RTN4RL2,PTN,NEO1,NFASC,APOD,DNER,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,PTPRD,CSPG5,MAG,PTPRZ1,SPOCK1,CNTN4,NCAM2,NRXN1,RELN,FGFR1,SEMA4B,NTM,LAMA2,FGFR2,PPIA,ROBO1,ADGRL3,ADM,DAG1,CNTN1,HEXA,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0120036,Plasma membrane bounded cell projection organization,66,3.59031,top,0.0014,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000268613,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000362924,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000399376,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,CDH13,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,GSN,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,PRNP,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0050807,Regulation of synapse organization,25,4.94575,top,0.0015,ks,"9606.ENSP00000252486,9606.ENSP00000264025,9606.ENSP00000266546,9606.ENSP00000269141,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000307549,9606.ENSP00000340688,9606.ENSP00000350364,9606.ENSP00000355751,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000366288,9606.ENSP00000366513,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000399376,9606.ENSP00000442600,9606.ENSP00000462701,9606.ENSP00000467537,9606.ENSP00000498662","APOE,NECTIN1,CLSTN3,CDH2,NTRK2,EPHA4,APP,NPTX1,ADGRL1,NEGR1,THBS2,EFNA1,EPHA7,SLITRK1,CLSTN1,NRCAM,AGRN,PTPRD,NRXN1,RELN,PRNP,DAG1,CDH8,PTPRS,LRRC4B"
AD_NPH,GO:0061045,Negative regulation of wound healing,20,4.23365,bottom,0.0015,afc,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000226218,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000252486,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000321853,9606.ENSP00000330382,9606.ENSP00000336829,9606.ENSP00000377783,9606.ENSP00000383933,9606.ENSP00000456920,9606.ENSP00000493985,9606.ENSP00000498441","CPB2,APOH,VTN,HRG,PROC,APOE,F12,KLKB1,SERPING1,FGB,F2,PLG,SERPINF2,PDGFB,FGG,PROS1,TAFA5,WFDC1,KNG1,FGA"
AD_NPH,GO:0000902,Cell morphogenesis,59,3.6129,top,0.0016,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000258341,9606.ENSP00000261918,9606.ENSP00000262919,9606.ENSP00000264025,9606.ENSP00000265071,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000301178,9606.ENSP00000301244,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000315130,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000346839,9606.ENSP00000352288,9606.ENSP00000352798,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000363040,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000462701,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497290,9606.ENSP00000497691","RTN4R,APLP1,LAMB1,SEMA3G,CHL1,LAMC1,SEMA7A,ATRN,NECTIN1,CDH6,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,AXL,SPINT2,ALCAM,LAMB2,NPTX1,B4GAT1,CLU,SEMA6D,CNTN2,PTN,NEO1,NFASC,FN1,PLXNB2,COL18A1,TNR,EFNA1,EPHA7,L1CAM,MEGF9,SLITRK1,NRCAM,CSPG5,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,HEXA,CDH8,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,CDH5,APLP2"
AD_NPH,GO:0007416,Synapse assembly,13,5.57004,top,0.0017,afc,"9606.ENSP00000265459,9606.ENSP00000266546,9606.ENSP00000269141,9606.ENSP00000284981,9606.ENSP00000321108,9606.ENSP00000345229,9606.ENSP00000352288,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000370593,9606.ENSP00000385142,9606.ENSP00000422533,9606.ENSP00000489551","NRXN2,CLSTN3,CDH2,APP,SPOCK2,DNER,PLXNB2,SLITRK1,NRCAM,PTPRD,NRXN1,ADGRL3,NRXN3"
AD_NPH,GO:0031175,Neuron projection development,63,3.64903,top,0.0017,ks,"9606.ENSP00000043402,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000231721,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000296861,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,MMP2,APLP1,LAMB1,SEMA3G,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,SOD1,CELSR2,EPHA4,APP,CSF1R,NBL1,TNFRSF21,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,RTN4RL2,PTN,NEO1,NFASC,APOD,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NCAM2,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,ADM,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0032989,Cellular component morphogenesis,48,3.98032,top,0.0017,ks,"9606.ENSP00000043402,9606.ENSP00000221891,9606.ENSP00000231721,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000264039,9606.ENSP00000271332,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000305988,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000324857,9606.ENSP00000330633,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000352288,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000380602,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000394720,9606.ENSP00000400365,9606.ENSP00000410294,9606.ENSP00000420321,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,APLP1,SEMA3G,CHL1,SEMA7A,NECTIN1,GPC1,CELSR2,EPHA4,APP,CSF1R,NBL1,ALCAM,LAMB2,NPTX1,B4GAT1,SEMA6D,CNTN2,PTN,NEO1,ABCA2,NFASC,PLXNB2,TNR,EFNA1,EPHA7,L1CAM,SLITRK1,NRCAM,CSPG5,MAG,PTPRZ1,CNTN4,NRXN1,RELN,SEMA4B,LAMA2,FGFR2,ROBO1,DAG1,CNTN1,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0042060,Wound healing,37,3.9302,bottom,0.0017,ks,"9606.ENSP00000181383,9606.ENSP00000205948,9606.ENSP00000215727,9606.ENSP00000216968,9606.ENSP00000218099,9606.ENSP00000218388,9606.ENSP00000225964,9606.ENSP00000232003,9606.ENSP00000234071,9606.ENSP00000253496,9606.ENSP00000264036,9606.ENSP00000264690,9606.ENSP00000278407,9606.ENSP00000301178,9606.ENSP00000302621,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000308938,9606.ENSP00000331544,9606.ENSP00000336829,9606.ENSP00000346839,9606.ENSP00000356382,9606.ENSP00000356671,9606.ENSP00000356771,9606.ENSP00000364709,9606.ENSP00000369055,9606.ENSP00000377055,9606.ENSP00000377783,9606.ENSP00000398632,9606.ENSP00000410294,9606.ENSP00000416066,9606.ENSP00000419425,9606.ENSP00000442600,9606.ENSP00000493985,9606.ENSP00000494750,9606.ENSP00000498441,9606.ENSP00000498879","CPB2,APOH,SERPIND1,PROCR,F9,TIMP1,COL1A1,HRG,PROC,F12,MCAM,KLKB1,SERPING1,AXL,LRG1,FGB,F2,PLG,FBLN1,FGG,FN1,F13B,SERPINC1,F5,F10,B4GALT1,PRCP,PROS1,CD44,FGFR2,SERPINA1,PPIA,DAG1,KNG1,ACTB,FGA,CD59"
AD_NPH,GO:0022008,Neurogenesis,94,2.9995,top,0.0018,ks,"9606.ENSP00000043402,9606.ENSP00000053867,9606.ENSP00000200691,9606.ENSP00000219070,9606.ENSP00000221891,9606.ENSP00000222399,9606.ENSP00000226218,9606.ENSP00000231721,9606.ENSP00000243077,9606.ENSP00000245907,9606.ENSP00000247271,9606.ENSP00000251268,9606.ENSP00000252486,9606.ENSP00000256509,9606.ENSP00000261918,9606.ENSP00000264025,9606.ENSP00000264039,9606.ENSP00000265077,9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000270142,9606.ENSP00000271332,9606.ENSP00000277120,9606.ENSP00000281821,9606.ENSP00000284240,9606.ENSP00000284981,9606.ENSP00000286301,9606.ENSP00000289749,9606.ENSP00000294728,9606.ENSP00000296861,9606.ENSP00000301178,9606.ENSP00000305988,9606.ENSP00000306449,9606.ENSP00000307156,9606.ENSP00000307549,9606.ENSP00000309096,9606.ENSP00000315130,9606.ENSP00000321951,9606.ENSP00000324173,9606.ENSP00000324857,9606.ENSP00000327513,9606.ENSP00000330633,9606.ENSP00000330862,9606.ENSP00000335397,9606.ENSP00000341170,9606.ENSP00000341198,9606.ENSP00000344155,9606.ENSP00000344786,9606.ENSP00000345179,9606.ENSP00000345229,9606.ENSP00000347591,9606.ENSP00000350364,9606.ENSP00000350425,9606.ENSP00000352288,9606.ENSP00000353030,9606.ENSP00000356646,9606.ENSP00000357392,9606.ENSP00000358309,9606.ENSP00000359077,9606.ENSP00000359629,9606.ENSP00000363773,9606.ENSP00000366288,9606.ENSP00000368314,9606.ENSP00000368678,9606.ENSP00000370593,9606.ENSP00000373244,9606.ENSP00000376048,9606.ENSP00000377047,9606.ENSP00000378401,9606.ENSP00000380602,9606.ENSP00000383392,9606.ENSP00000385142,9606.ENSP00000392423,9606.ENSP00000393312,9606.ENSP00000394720,9606.ENSP00000396722,9606.ENSP00000400365,9606.ENSP00000400894,9606.ENSP00000410294,9606.ENSP00000419425,9606.ENSP00000420321,9606.ENSP00000422533,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000447006,9606.ENSP00000455114,9606.ENSP00000478061,9606.ENSP00000480132,9606.ENSP00000480483,9606.ENSP00000480680,9606.ENSP00000484928,9606.ENSP00000489551,9606.ENSP00000494750,9606.ENSP00000497691","RTN4R,GRN,MT3,MMP2,APLP1,LAMB1,VTN,SEMA3G,LRP1,C3,OMG,MEGF8,APOE,CHL1,SEMA7A,NECTIN1,GPC1,VCAN,ADAM22,CDH2,SOD1,CELSR2,NTRK2,EPHA4,THY1,APP,CSF1R,NBL1,VCAM1,TNFRSF21,AXL,ALCAM,GPR37,LAMB2,NPTX1,B4GAT1,CLU,FAIM2,HSPA5,SEMA6D,CSF1,CNTN2,OPCML,RTN4RL2,PTN,NEO1,ABCA2,NFASC,APOD,DNER,GFRA1,NEGR1,APOA4,PLXNB2,PTPRF,TNR,EFNA1,EPHA7,L1CAM,CRTAC1,C1QA,SLITRK1,NRCAM,AGRN,PTPRD,CSPG5,MAG,PTPRZ1,SPOCK1,CNTN4,NCAM2,NRXN1,RELN,FGFR1,SEMA4B,NTM,LAMA2,PENK,FGFR2,PPIA,ROBO1,ADGRL3,ADM,DAG1,CNTN1,HEXA,MARCKS,NCAM1,NRN1,SEMA3B,CDH4,NRXN3,ACTB,APLP2"
AD_NPH,GO:0030534,Adult behavior,14,5.50322,top,0.0019,afc,"9606.ENSP00000256509,9606.ENSP00000265459,9606.ENSP00000265727,9606.ENSP00000281821,9606.ENSP00000284981,9606.ENSP00000296777,9606.ENSP00000312942,9606.ENSP00000330633,9606.ENSP00000340278,9606.ENSP00000366288,9606.ENSP00000385142,9606.ENSP00000455114,9606.ENSP00000481917,9606.ENSP00000489551","CHL1,NRXN2,ADAM22,EPHA4,APP,CARTPT,SEZ6,CNTN2,PARK7,SLITRK1,NRXN1,HEXA,SEZ6L2,NRXN3"
AD_NPH,GO:0031638,Zymogen activation,16,4.4929,bottom,0.0027,afc,"9606.ENSP00000205948,9606.ENSP00000218099,9606.ENSP00000220166,9606.ENSP00000253496,9606.ENSP00000264690,9606.ENSP00000266542,9606.ENSP00000306099,9606.ENSP00000308541,9606.ENSP00000336829,9606.ENSP00000345344,9606.ENSP00000348170,9606.ENSP00000356771,9606.ENSP00000362413,9606.ENSP00000364709,9606.ENSP00000444271,9606.ENSP00000498441","APOH,F9,CTSH,F12,KLKB1,C1RL,FGB,F2,FGG,CTSL,HP,F5,PGK1,F10,C1R,FGA"
AD_NPH,GO:0035418,Protein localization to synapse,7,6.88706,top,0.0027,afc,"9606.ENSP00000265459,9606.ENSP00000265727,9606.ENSP00000307549,9606.ENSP00000366513,9606.ENSP00000385142,9606.ENSP00000388823,9606.ENSP00000392423","NRXN2,ADAM22,NPTX1,CLSTN1,NRXN1,NSG1,RELN"
AD_NPH,GO:1990778,Protein localization to cell periphery,9,6.21282,top,0.0027,afc,"9606.ENSP00000265727,9606.ENSP00000269141,9606.ENSP00000307549,9606.ENSP00000344786,9606.ENSP00000358777,9606.ENSP00000365529,9606.ENSP00000366513,9606.ENSP00000367001,9606.ENSP00000388823","ADAM22,CDH2,NPTX1,NFASC,ATP6AP1,GPR158,CLSTN1,DPP6,NSG1"
